(A) + (B);Produção da Equipe;[(A) + (B)] / (D);(E) + (F) + (G) + (H);BDI:23,01%;Preço Unitário Total
16,26;0,00;1,0000;0,00;2,35;0,54;
2,89;0,00;1,0000;0,00;40,08;9,22;
49,30;0,00;1,0000;0,00;40,97;9,42;
50,39;0,00;1,0000;0,00;41,71;9,59;
51,30;0,00;1,0000;0,00;42,76;9,83;
52,59;0,00;1,0000;0,00;130,94;30,12;
161,06;0,00;1,0000;0,00;24,36;5,60;
29,96;0,00;1,0000;0,00;25,97;5,97;
31,94;0,00;1,0000;0,00;58,21;13,39;
71,60;0,00;1,0000;0,00;50,84;11,69;
62,53;0,00;1,0000;0,00;53,66;12,34;
66,00;0,00;1,0000;0,00;59,76;13,75;
73,51;0,00;1,0000;0,00;59,95;13,79;
73,74;0,00;1,0000;0,00;57,40;13,20;
70,60;0,00;1,0000;0,00;47,94;11,03;
58,97;0,00;1,0000;0,00;46,81;10,77;
57,58;0,00;1,0000;0,00;69,01;15,87;
84,88;0,00;1,0000;0,00;74,70;17,18;
91,88;0,00;1,0000;0,00;217,79;50,11;
267,90;0,00;1,0000;0,00;208,05;47,87;
255,92;0,00;1,0000;0,00;47,89;11,01;
58,90;0,00;1,0000;0,00;61,22;14,08;
75,30;0,00;1,0000;0,00;63,84;14,68;
78,52;0,00;1,0000;0,00;78,80;18,13;
96,93;0,00;1,0000;0,00;76,70;17,64;
94,34;0,00;1,0000;0,00;59,38;13,66;
73,04;0,00;1,0000;0,00;85,63;19,70;
105,33;0,00;1,0000;0,00;80,38;18,49;
98,87;0,00;1,0000;0,00;62,00;14,26;
76,26;0,00;1,0000;0,00;194,86;44,83;
239,69;0,00;1,0000;0,00;190,91;43,92;
234,83;0,00;1,0000;0,00;243,08;55,93;
299,01;0,00;1,0000;0,00;294,28;67,71;
361,99;0,00;1,0000;0,00;200,66;46,17;
246,83;0,00;1,0000;0,00;100,02;23,01;
123,03;0,00;1,0000;0,00;76,78;17,66;
94,44;0,00;1,0000;0,00;85,75;19,73;
105,48;0,00;1,0000;0,00;716,79;164,93;
881,72;0,00;1,0000;0,00;16,76;3,85;
20,61;0,00;1,0000;0,00;19,49;4,48;
23,97;0,00;1,0000;0,00;757,40;174,27;
931,67;0,00;1,0000;0,00;102,83;23,66;
126,49;0,00;1,0000;0,00;53,94;12,41;
66,35;0,00;1,0000;0,00;45,38;10,44;
55,82;0,00;1,0000;0,00;15,86;3,64;
19,50;0,00;1,0000;0,00;40,22;9,25;
49,47;0,00;1,0000;0,00;9,20;2,11;
11,31;0,00;1,0000;0,00;31,53;7,25;
38,78;0,00;1,0000;0,00;24,54;5,64;
30,18;0,00;1,0000;0,00;41,76;9,60;
51,36;0,00;1,0000;0,00;41,56;9,56;
51,12;0,00;1,0000;0,00;30,52;7,02;
37,54;0,00;1,0000;0,00;30,66;7,05;
37,71;0,00;1,0000;0,00;16,33;3,75;
20,08;0,00;1,0000;0,00;14,06;3,23;
17,29;0,00;1,0000;0,00;15,53;3,57;
19,10;0,00;1,0000;0,00;9,94;2,28;
12,22;0,00;1,0000;0,00;29,07;6,68;
35,75;0,00;1,0000;0,00;17,88;4,11;
21,99;0,00;1,0000;0,00;21,41;4,92;
26,33;0,00;1,0000;0,00;28,77;6,61;
35,38;0,00;1,0000;0,00;18,79;4,32;
23,11;0,00;1,0000;0,00;21,64;4,97;
26,61;0,00;1,0000;0,00;8,43;1,93;
10,36;0,00;1,0000;0,00;8,70;2,00;
10,70;0,00;1,0000;0,00;41,57;9,56;
51,13;0,00;1,0000;0,00;30,97;7,12;
38,09;0,00;1,0000;0,00;35,22;8,10;
43,32;0,00;1,0000;0,00;31,41;7,22;
38,63;0,00;1,0000;0,00;25,89;5,95;
31,84;0,00;1,0000;0,00;28,10;6,46;
34,56;0,00;1,0000;0,00;14,94;3,43;
18,37;0,00;1,0000;0,00;26,34;6,06;
32,40;0,00;1,0000;0,00;28,57;6,57;
35,14;0,00;1,0000;0,00;30,80;7,08;
37,88;0,00;1,0000;0,00;34,36;7,90;
42,26;0,00;1,0000;0,00;41,93;9,64;
51,57;0,00;1,0000;0,00;46,39;10,67;
57,06;0,00;1,0000;0,00;50,84;11,69;
62,53;0,00;1,0000;0,00;25,00;5,75;
30,75;0,00;1,0000;0,00;26,78;6,16;
32,94;0,00;1,0000;0,00;28,57;6,57;
35,14;0,00;1,0000;0,00;31,41;7,22;
38,63;0,00;1,0000;0,00;43,67;10,04;
53,71;0,00;1,0000;0,00;161,50;37,16;
198,66;0,00;1,0000;0,00;47,09;10,83;
57,92;0,00;1,0000;0,00;64,13;14,75;
78,88;0,00;1,0000;0,00;53,27;12,25;
65,52;0,00;1,0000;0,00;27,29;6,27;
33,56;0,00;1,0000;0,00;28,72;6,60;
35,32;0,00;1,0000;0,00;29,22;6,72;
35,94;0,00;1,0000;0,00;188,25;43,31;
231,56;17,87;1,0000;17,87;21,97;5,05;
27,02;11,69;1,0000;11,69;15,71;3,61;
19,32;0,00;1,0000;0,00;399,49;91,92;
491,41;0,00;1,0000;0,00;57,43;13,21;
70,64;0,00;1,0000;0,00;469,29;107,98;
577,27;0,00;1,0000;0,00;84,88;19,53;
104,41;0,00;1,0000;0,00;143,95;33,12;
177,07;0,00;1,0000;0,00;252,47;58,09;
310,56;0,00;1,0000;0,00;250,68;57,68;
308,36;0,00;1,0000;0,00;276,58;63,64;
340,22;0,00;1,0000;0,00;292,75;67,36;
360,11;0,00;1,0000;0,00;76,19;17,53;
93,72;0,00;1,0000;0,00;75,62;17,40;
93,02;0,00;1,0000;0,00;75,62;17,40;
93,02;0,00;1,0000;0,00;126,50;29,10;
155,60;0,00;1,0000;0,00;0,73;0,16;
0,89;0,00;1,0000;0,00;117,15;26,95;
144,10;0,00;1,0000;0,00;101,69;23,39;
125,08;0,00;1,0000;0,00;103,72;23,86;
127,58;0,00;1,0000;0,00;99,85;22,97;
122,82;0,00;1,0000;0,00;103,13;23,73;
126,86;0,00;1,0000;0,00;117,15;26,95;
144,10;0,00;1,0000;0,00;6,09;1,40;
7,49;0,00;1,0000;0,00;6,41;1,47;
7,88;0,00;1,0000;0,00;4,31;0,99;
5,30;0,00;1,0000;0,00;6,51;1,49;
8,00;0,00;1,0000;0,00;249,70;57,45;
307,15;0,00;1,0000;0,00;258,77;59,54;
318,31;0,00;1,0000;0,00;187,21;43,07;
230,28;0,00;1,0000;0,00;265,90;61,18;
327,08;0,00;1,0000;0,00;179,11;41,21;
220,32;0,00;1,0000;0,00;2.310,00;531,53;
2.841,53;0,00;1,0000;0,00;102,33;23,54;
125,87;0,00;1,0000;0,00;86,89;19,99;
106,88;0,00;1,0000;0,00;9,81;2,25;
12,06;0,00;1,0000;0,00;156,67;36,04;
192,71;0,00;1,0000;0,00;40,17;9,24;
49,41;0,00;1,0000;0,00;16,08;3,70;
19,78;0,00;1,0000;0,00;401,30;92,33;
493,63;0,00;1,0000;0,00;336,92;77,52;
414,44;0,00;1,0000;0,00;499,59;114,95;
614,54;0,00;1,0000;0,00;462,86;106,50;
569,36;0,00;1,0000;0,00;359,43;82,70;
442,13;0,00;1,0000;0,00;116,06;26,70;
142,76;0,00;1,0000;0,00;139,67;32,13;
171,80;0,00;1,0000;0,00;12,10;2,78;
14,88;0,00;1,0000;0,00;138,97;31,97;
170,94;0,00;1,0000;0,00;65,61;15,09;
80,70;0,00;1,0000;0,00;67,24;15,47;
82,71;0,00;1,0000;0,00;204,81;47,12;
251,93;0,00;1,0000;0,00;235,16;54,11;
289,27;0,00;1,0000;0,00;206,58;47,53;
254,11;21,92;1,0000;21,92;25,95;5,97;
31,92;0,00;1,0000;0,00;39,84;9,16;
49,00;0,00;1,0000;0,00;79,48;18,28;
97,76;25,79;1,0000;25,79;25,79;5,93;
31,72;84,49;1,0000;84,49;84,49;19,44;
103,93;4.720,30;1,0000;4.720,30;4.998,08;1.150,05;
6.148,13;0,00;1,0000;0,00;4,96;1,14;
6,10;0,00;1,0000;0,00;6,92;1,59;
8,51;1,74;20,0000;0,08;5,08;1,16;
6,24;1,74;1,0000;1,74;6,87;1,58;
8,45;1,74;1,0000;1,74;6,36;1,46;
7,82;1,74;1,0000;1,74;6,48;1,49;
7,97;1,74;1,0000;1,74;27,96;6,43;
34,39;0,00;1,0000;0,00;19,41;4,46;
23,87;20,03;1,0000;20,03;24,05;5,53;
29,58;0,00;1,0000;0,00;12,49;2,87;
15,36;0,00;1,0000;0,00;4,29;0,98;
5,27;0,00;1,0000;0,00;12,83;2,95;
15,78;0,00;1,0000;0,00;12,92;2,97;
15,89;0,00;1,0000;0,00;13,79;3,17;
16,96;0,00;1,0000;0,00;13,08;3,00;
16,08;0,00;1,0000;0,00;13,43;3,09;
16,52;0,00;1,0000;0,00;14,08;3,23;
17,31;0,00;1,0000;0,00;15,35;3,53;
18,88;0,00;1,0000;0,00;9,13;2,10;
11,23;0,00;1,0000;0,00;11,53;2,65;
14,18;0,00;1,0000;0,00;11,66;2,68;
14,34;0,00;1,0000;0,00;163,38;37,59;
200,97;0,00;1,0000;0,00;148,82;34,24;
183,06;0,00;1,0000;0,00;152,98;35,20;
188,18;0,00;1,0000;0,00;231,30;53,22;
284,52;0,00;1,0000;0,00;24,95;5,74;
30,69;0,00;1,0000;0,00;24,15;5,55;
29,70;0,00;1,0000;0,00;70,29;16,17;
86,46;0,00;1,0000;0,00;118,59;27,28;
145,87;0,00;1,0000;0,00;55,51;12,77;
68,28;0,00;1,0000;0,00;26,14;6,01;
32,15;0,00;1,0000;0,00;27,48;6,32;
33,80;0,00;1,0000;0,00;33,73;7,76;
41,49;0,00;1,0000;0,00;24,10;5,54;
29,64;0,00;1,0000;0,00;20,09;4,62;
24,71;0,00;1,0000;0,00;24,10;5,54;
29,64;0,00;1,0000;0,00;20,11;4,62;
24,73;0,00;1,0000;0,00;79,78;18,35;
98,13;0,00;1,0000;0,00;70,99;16,33;
87,32;0,00;1,0000;0,00;94,54;21,75;
116,29;0,00;1,0000;0,00;142,49;32,78;
175,27;0,00;1,0000;0,00;39,10;8,99;
48,09;0,00;1,0000;0,00;112,46;25,87;
138,33;0,00;1,0000;0,00;30,26;6,96;
37,22;0,00;1,0000;0,00;98,04;22,55;
120,59;0,00;1,0000;0,00;35,21;8,10;
43,31;0,00;1,0000;0,00;99,47;22,88;
122,35;0,00;1,0000;0,00;247,16;56,87;
304,03;0,00;1,0000;0,00;66,67;15,34;
82,01;0,00;1,0000;0,00;57,67;13,26;
70,93;0,00;1,0000;0,00;156,05;35,90;
191,95;0,00;1,0000;0,00;155,91;35,87;
191,78;0,00;1,0000;0,00;47,38;10,90;
58,28;0,00;1,0000;0,00;31,42;7,22;
38,64;0,00;1,0000;0,00;47,13;10,84;
57,97;0,00;1,0000;0,00;3,37;0,77;
4,14;0,00;1,0000;0,00;3,20;0,73;
3,93;0,00;1,0000;0,00;11,35;2,61;
13,96;0,00;1,0000;0,00;3,33;0,76;
4,09;0,00;1,0000;0,00;30,00;6,90;
36,90;0,00;1,0000;0,00;39,40;9,06;
48,46;0,00;1,0000;0,00;0,62;0,14;
0,76;0,00;1,0000;0,00;0,62;0,14;
0,76;0,00;1,0000;0,00;109,08;25,09;
134,17;0,00;1,0000;0,00;85,52;19,67;
105,19;0,00;1,0000;0,00;0,90;0,20;
1,10;0,00;1,0000;0,00;37,33;8,58;
45,91;0,00;1,0000;0,00;39,21;9,02;
48,23;0,00;1,0000;0,00;2.700,00;621,27;
3.321,27;0,00;1,0000;0,00;2.850,00;655,78;
3.505,78;0,00;1,0000;0,00;356,89;82,12;
439,01;0,00;1,0000;0,00;66,17;15,22;
81,39;0,00;1,0000;0,00;36,34;8,36;
44,70;0,00;1,0000;0,00;44,57;10,25;
54,82;0,00;1,0000;0,00;31,17;7,17;
38,34;0,00;1,0000;0,00;43,77;10,07;
53,84;0,00;1,0000;0,00;43,07;9,91;
52,98;0,00;1,0000;0,00;34,48;7,93;
42,41;0,00;1,0000;0,00;20,35;4,68;
25,03;0,00;1,0000;0,00;42,57;9,79;
52,36;0,00;1,0000;0,00;548,80;126,27;
675,07;0,00;1,0000;0,00;136,32;31,36;
167,68;0,00;1,0000;0,00;187,22;43,07;
230,29;0,00;1,0000;0,00;245,26;56,43;
301,69;0,00;1,0000;0,00;310,45;71,43;
381,88;0,00;1,0000;0,00;382,75;88,07;
470,82;0,00;1,0000;0,00;462,19;106,34;
568,53;0,00;1,0000;0,00;61,85;14,23;
76,08;0,00;1,0000;0,00;73,02;16,80;
89,82;0,00;1,0000;0,00;936,78;215,55;
1.152,33;0,00;1,0000;0,00;1.560,78;359,13;
1.919,91;0,00;1,0000;0,00;1.325,78;305,06;
1.630,84;0,00;1,0000;0,00;624,78;143,76;
768,54;0,00;1,0000;0,00;2.244,80;516,52;
2.761,32;0,00;1,0000;0,00;4.824,35;1.110,08;
5.934,43;0,00;1,0000;0,00;784,78;180,57;
965,35;0,00;1,0000;0,00;227,93;52,44;
280,37;0,00;1,0000;0,00;198,93;45,77;
244,70;0,00;1,0000;0,00;98,85;22,74;
121,59;0,00;1,0000;0,00;164,71;37,89;
202,60;0,00;1,0000;0,00;139,84;32,17;
172,01;0,00;1,0000;0,00;53,85;12,39;
66,24;0,00;1,0000;0,00;273,41;62,91;
336,32;0,00;1,0000;0,00;291,40;67,05;
358,45;0,00;1,0000;0,00;68,85;15,84;
84,69;0,00;1,0000;0,00;72,21;16,61;
88,82;0,00;1,0000;0,00;79,26;18,23;
97,49;0,00;1,0000;0,00;645,19;148,45;
793,64;0,00;1,0000;0,00;53,96;12,41;
66,37;0,00;1,0000;0,00;68,73;15,81;
84,54;0,00;1,0000;0,00;76,51;17,60;
94,11;0,00;1,0000;0,00;116,65;26,84;
143,49;0,00;1,0000;0,00;122,66;28,22;
150,88;0,00;1,0000;0,00;168,10;38,67;
206,77;0,00;1,0000;0,00;287,97;66,26;
354,23;0,00;1,0000;0,00;378,48;87,08;
465,56;0,00;1,0000;0,00;55,09;12,67;
67,76;0,00;1,0000;0,00;111,56;25,66;
137,22;0,00;1,0000;0,00;99,79;22,96;
122,75;0,00;1,0000;0,00;41,97;9,65;
51,62;0,00;1,0000;0,00;150,40;34,60;
185,00;0,00;1,0000;0,00;233,83;53,80;
287,63;0,00;1,0000;0,00;45,05;10,36;
55,41;0,00;1,0000;0,00;807,04;185,69;
992,73;0,00;1,0000;0,00;83,99;19,32;
103,31;0,00;1,0000;0,00;97,50;22,43;
119,93;0,00;1,0000;0,00;125,16;28,79;
153,95;0,00;1,0000;0,00;188,90;43,46;
232,36;0,00;1,0000;0,00;207,36;47,71;
255,07;0,00;1,0000;0,00;277,52;63,85;
341,37;0,00;1,0000;0,00;394,30;90,72;
485,02;0,00;1,0000;0,00;527,85;121,45;
649,30;0,00;1,0000;0,00;36,69;8,44;
45,13;0,00;1,0000;0,00;78,07;17,96;
96,03;0,00;1,0000;0,00;215,57;49,60;
265,17;0,00;1,0000;0,00;160,57;36,94;
197,51;0,00;1,0000;0,00;582,61;134,05;
716,66;0,00;1,0000;0,00;18,71;4,30;
23,01;0,00;1,0000;0,00;2.513,59;578,37;
3.091,96;0,00;1,0000;0,00;2.273,60;523,15;
2.796,75;0,00;1,0000;0,00;12,18;2,80;
14,98;0,00;1,0000;0,00;21,69;4,99;
26,68;0,00;1,0000;0,00;16,70;3,84;
20,54;14,50;1,0000;14,50;18,61;4,28;
22,89;0,00;1,0000;0,00;190,06;43,73;
233,79;0,00;1,0000;0,00;84,53;19,45;
103,98;0,00;1,0000;0,00;103,00;23,70;
126,70;0,00;1,0000;0,00;136,54;31,41;
167,95;0,00;1,0000;0,00;89,63;20,62;
110,25;0,00;1,0000;0,00;82,13;18,89;
101,02;0,00;1,0000;0,00;233,99;53,84;
287,83;0,00;1,0000;0,00;148,96;34,27;
183,23;0,00;1,0000;0,00;186,35;42,87;
229,22;0,00;1,0000;0,00;1.829,17;420,89;
2.250,06;0,00;1,0000;0,00;2.045,22;470,60;
2.515,82;0,00;1,0000;0,00;3.625,60;834,25;
4.459,85;578,99;1,0000;578,99;603,70;138,91;
742,61;0,00;1,0000;0,00;86,92;20,00;
106,92;
